ARRAY_BASE,10'h011,reg_array,7:0,power_up_bias_cnt,RW,8'h45,11,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h012,reg_array,15:8,power_up_mod2_cnt,RW,8'h10,12,,,,,,,,,,,,
ARRAY_BASE,10'h012,reg_array,7:0,power_up_mod1_cnt,RW,8'h5d,12,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h013,reg_array,15:8,power_up_mod4_cnt,RW,8'h7d,13,,,,,,,,,,,,
ARRAY_BASE,10'h013,reg_array,7:0,power_up_mod3_cnt,RW,8'h04,13,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h014,reg_array,15:8,power_up_mod6_cnt,RW,8'h7d,14,,,,,,,,,,,,
ARRAY_BASE,10'h014,reg_array,7:0,power_up_mod5_cnt,RW,8'h7d,14,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h015,reg_array,15:14,reg_uvlo_sel,RW,2'h1,15,,,,,,,,,,,,
ARRAY_BASE,10'h015,reg_array,13,reg_pu_ldo_dig_dr,RW,1'h0,15,,,,,,,,,,,,
ARRAY_BASE,10'h015,reg_array,12,reg_pu_ldo_dig_reg,RW,1'h1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h015,reg_array,7:6,reg_buck_01_vref_sel_rc,RW,2'h0,15,,,,,,,,,,,,
ARRAY_BASE,10'h015,reg_array,5:4,reg_buck_01_vref_sel_dsleep,RW,2'h0,15,,,,,,,,,,,,
ARRAY_BASE,10'h015,reg_array,3:2,reg_buck_01_vref_sel_normal,RW,2'h0,15,,,,,,,,,,,,
ARRAY_BASE,10'h015,reg_array,1,reg_pu_buck_01_dr,RW,1'h0,15,,,,,,,,,,,,
ARRAY_BASE,10'h015,reg_array,0,reg_pu_buck_01,RW,1'h0,15,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h016,reg_array,13:0,chan_en_reg,RW,14'h0,16,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h017,reg_array,14,reg_gpadc_en_dr,RW,1'h0,17,,,,,,,,,,,,
ARRAY_BASE,10'h017,reg_array,13:0,reg_gpadc_en_reg,RW,14'h0,17,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h018,reg_array,15,reg_temp_en_dr,RW,1'h0,18,,,,,,,,,,,,
ARRAY_BASE,10'h018,reg_array,14,reg_temp_en,RW,1'h0,18,,,,,,,,,,,,
ARRAY_BASE,10'h018,reg_array,13,reg_low_temp_en_dr,RW,1'h0,18,,,,,,,,,,,,
ARRAY_BASE,10'h018,reg_array,12,reg_low_temp_en,RW,1'h0,18,,,,,,,,,,,,
ARRAY_BASE,10'h018,reg_array,11,reg_temp_clk_en_dr,RW,1'h0,18,,,,,,,,,,,,
ARRAY_BASE,10'h018,reg_array,10,reg_temp_clk_en,RW,1'h0,18,,,,,,,,,,,,
ARRAY_BASE,10'h018,reg_array,9:6,reg_det_gap,RW,4'h1,18,,,,,,,,,,,,
ARRAY_BASE,10'h018,reg_array,5:4,reg_temp_intr_msk,RW,2'h3,18,,,,,,,,,,,,
ARRAY_BASE,10'h018,reg_array,3,reg_temp_intr_en,RW,1'h0,18,,,,,,,,,,,,
ARRAY_BASE,10'h018,reg_array,2,reg_temp_intr_clr,WP,1'h0,18,,,,,,,,,,,,
ARRAY_BASE,10'h018,reg_array,1,reg_sar_temp_reset,RWI,1'h0,18,,,,,,,,,,,,
ARRAY_BASE,10'h018,reg_array,0,reg_temp_get_en,RW,1'h0,18,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h019,reg_array,11:0,reg_zero_temp_refrence,RW,12'h8ee,19,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h01a,reg_array,15:12,lpo_off_cnt,RW,4'ha,1A,,,,,,,,,,,,
ARRAY_BASE,10'h01a,reg_array,11:8,power_on_db_cnt,RW,4'ha,1A,,,,,,,,,,,,
ARRAY_BASE,10'h01a,reg_array,7:4,power_off_cnt,RW,4'h1,1A,,,,,,,,,,,,
ARRAY_BASE,10'h01a,reg_array,3:0,clk_stable_cnt,RW,4'h1,1A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h01b,reg_array,15,reg_pu_vbat_div,RW,1'h0,1B,,,,,,,,,,,,
ARRAY_BASE,10'h01b,reg_array,14,reg_pu_poweron_lpo_dr,RW,1'h0,1B,,,,,,,,,,,,
ARRAY_BASE,10'h01b,reg_array,13,reg_pu_poweron_lpo,RW,1'h0,1B,,,,,,,,,,,,
ARRAY_BASE,10'h01b,reg_array,12,powerkey_wakeup_osc_en,RW,1'h1,1B,,,,,,,,,,,,
ARRAY_BASE,10'h01b,reg_array,11,rtc_power_on_en,RW,1'h0,1B,,,,,,,,,,,,
ARRAY_BASE,10'h01b,reg_array,10,pu_all_reg,RW,1'h1,1B,,,,,,,,,,,,
ARRAY_BASE,10'h01b,reg_array,9:8,clk_32k_sel,RW,2'h0,1B,,,,,,,,,,,,
ARRAY_BASE,10'h01b,reg_array,7,deepsleep_mode_digi_dr,RW,1'h0,1B,,,,,,,,,,,,
ARRAY_BASE,10'h01b,reg_array,6,deepsleep_mode_digi_reg,RW,1'h0,1B,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h01b,reg_array,3,reg_ldo_ss_bias_en_dr,RW,1'h0,1B,,,,,,,,,,,,
ARRAY_BASE,10'h01b,reg_array,2,reg_ldo_ss_bias_en,RW,1'h0,1B,,,,,,,,,,,,
ARRAY_BASE,10'h01b,reg_array,1,reg_32k_gate_en,RW,1'h0,1B,,,,,,,,,,,,
ARRAY_BASE,10'h01b,reg_array,0,reg_xo_32k_gate_en,RW,1'h0,1B,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h01c,reg_array,15:0,reg_not_set,RW,16'hff00,1C,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h01e,reg_array,13,low_temp_intr_msk,RXWX,1'h1,1E,,,,,,,,,,,,
ARRAY_BASE,10'h01e,reg_array,12,reg_gpadc_clk_div_bypass,RW,1'h0,1E,,,,,,,,,,,,
ARRAY_BASE,10'h01e,reg_array,11,reg_gpadc_resetn_dr,RW,1'h0,1E,,,,,,,,,,,,
ARRAY_BASE,10'h01e,reg_array,10,reg_gpadc_resetn,RW,1'h0,1E,,,,,,,,,,,,
ARRAY_BASE,10'h01e,reg_array,9:8,reg_sar_pwr_bit,RW,2'h2,1E,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h01e,reg_array,4:2,sar_temp_fsm,R,3'h0,19,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h01f,reg_array,14,key_db_dsb,RW,1'h0,1F,,,,,,,,,,,,
ARRAY_BASE,10'h01f,reg_array,13,key_interval_mode,RW,1'h0,1F,,,,,,,,,,,,
ARRAY_BASE,10'h01f,reg_array,12,gpadc_interval_mode,RW,1'h0,1F,,,,,,,,,,,,
ARRAY_BASE,10'h01f,reg_array,11,state_reset,RW,1'h0,1F,,,,,,,,,,,,
ARRAY_BASE,10'h01f,reg_array,10,sar_adc_mode,RW,1'h0,1F,,,,,,,,,,,,
ARRAY_BASE,10'h01f,reg_array,9:8,delay_before_samp,RW,2'h0,1F,,,,,,,,,,,,
ARRAY_BASE,10'h01f,reg_array,7,conv_clk_inv,RW,1'h0,1F,,,,,,,,,,,,
ARRAY_BASE,10'h01f,reg_array,6,samp_clk_inv,RW,1'h0,1F,,,,,,,,,,,,
ARRAY_BASE,10'h01f,reg_array,5,time_samp_neg,RW,1'h0,1F,,,,,,,,,,,,
ARRAY_BASE,10'h01f,reg_array,4,time_samp_pos,RW,1'h0,1F,,,,,,,,,,,,
ARRAY_BASE,10'h01f,reg_array,3,sar_out_polarity,RW,1'h0,1F,,,,,,,,,,,,
ARRAY_BASE,10'h01f,reg_array,2:0,timer_sar_stable_sel,RW,3'h0,1F,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h020,reg_array,15:11,reg_clk_gpadc_div_value,RW,5'h18,20,,,,,,,,,,,,
ARRAY_BASE,10'h020,reg_array,10,reg_key_in_dr,RW,1'h0,20,,,,,,,,,,,,
ARRAY_BASE,10'h020,reg_array,9,reg_key_in_reg,RW,1'h0,20,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h021,reg_array,8,reg_lp_mode_rtc_dr ,RW,1'h0,21,,,,,,,,,,,,
ARRAY_BASE,10'h021,reg_array,7,reg_lp_mode_rtc_sel,RW,1'h1,21,,,,,,,,,,,,
ARRAY_BASE,10'h021,reg_array,6,reg_lp_mode_rtc    ,RW,1'h0,21,,,,,,,,,,,,
ARRAY_BASE,10'h021,reg_array,5,clk_bg_en,RW,1'h0,21,,,,,,,,,,,,
ARRAY_BASE,10'h021,reg_array,4:0,clk_bg_div_value,RW,5'h18,21,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h022,reg_array,15:0,key_interval,RW,16'h0,22,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h023,reg_array,15:0,gpadc_interval,RW,16'h0,23,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h024,reg_array,14:8,chip_addr_i2c,RW,7'h17,24,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h025,reg_array,14,reg_sar_ref_mode_sel,RW,1'h0,25,,,,,,,,,,,,
ARRAY_BASE,10'h025,reg_array,13,reg_clk_gpadc_en,RW,1'h0,25,,,,,,,,,,,,
ARRAY_BASE,10'h025,reg_array,12,reg_dr_pu_sar,RW,1'h0,25,,,,,,,,,,,,
ARRAY_BASE,10'h025,reg_array,11,reg_pu_sar,RW,1'h0,25,,,,,,,,,,,,
ARRAY_BASE,10'h025,reg_array,10,reg_dr_tsc_sar_bit,RW,1'h0,25,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h026,reg_array,14,rtc_int1_msk,RXWXH,1'h0,26,,,,,,,,,,,,
ARRAY_BASE,10'h026,reg_array,13,rtc_int0_msk,RXWXH,1'h0,26,,,,,,,,,,,,
ARRAY_BASE,10'h026,reg_array,12,key_err1_intr_msk,RXWX,1'h0,26,,,,,,,,,,,,
ARRAY_BASE,10'h026,reg_array,11,key_err0_intr_msk,RXWX,1'h0,26,,,,,,,,,,,,
ARRAY_BASE,10'h026,reg_array,10,key_press_intr_msk,RXWX,1'h1,26,,,,,,,,,,,,
ARRAY_BASE,10'h026,reg_array,9,key_release_intr_msk,RXWX,1'h1,26,,,,,,,,,,,,
ARRAY_BASE,10'h026,reg_array,8,sample_done_intr_msk,RXWX,1'h1,26,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h027,reg_array,15,reg_bg_sleep_msk,RW,1'h0,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ARRAY_BASE,10'h027,reg_array,13,rtc_int_en_0,RWH,1'h0,27,,,,,,,,,,,,
ARRAY_BASE,10'h027,reg_array,12,key_err1_intr_en,RW,1'h0,27,,,,,,,,,,,,
ARRAY_BASE,10'h027,reg_array,11,key_err0_intr_en,RW,1'h0,27,,,,,,,,,,,,
ARRAY_BASE,10'h027,reg_array,10,key_press_intr_en,RW,1'h1,27,,,,,,,,,,,,
ARRAY_BASE,10'h027,reg_array,9,key_release_intr_en,RW,1'h1,27,,,,,,,,,,,,
ARRAY_BASE,10'h027,reg_array,8,sample_done_intr_en,RW,1'h1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
